Time	CID	Xcord	Ycord	BotID	Energy
2602.19	1	0.00	250.00	3	7925.93750
2602.25	1	0.00	250.00	3	7956.87500
2602.31	1	0.00	250.00	3	7987.81250
2602.38	1	0.00	250.00	3	8018.75000
2602.44	1	0.00	250.00	3	8049.68750
2602.50	1	0.00	250.00	3	8080.62500
2602.56	1	0.00	250.00	3	8111.56250
2602.63	1	0.00	250.00	3	8142.50000
2602.69	1	0.00	250.00	3	8173.43750
2602.75	1	0.00	250.00	3	8204.37500
2602.81	1	0.00	250.00	3	8235.31250
2602.88	1	0.00	250.00	3	8266.25000
2602.94	1	0.00	250.00	3	8297.18750
2603.00	1	0.00	250.00	3	8328.12500
2603.06	1	0.00	250.00	3	8359.06250
2603.13	1	0.00	250.00	3	8390.00000
2603.19	1	0.00	250.00	3	8420.93750
2603.25	1	0.00	250.00	3	8451.87500
2603.31	1	0.00	250.00	3	8482.81250
2603.38	1	0.00	250.00	3	8513.75000
2603.44	1	0.00	250.00	3	8544.68750
2603.50	1	0.00	250.00	3	8575.62500
2603.56	1	0.00	250.00	3	8606.56250
2603.63	1	0.00	250.00	3	8637.50000
2603.69	1	0.00	250.00	3	8668.43750
2603.75	1	0.00	250.00	3	8699.37500
2603.81	1	0.00	250.00	3	8730.31250
2603.88	1	0.00	250.00	3	8761.25000
2603.94	1	0.00	250.00	3	8792.18750
2604.00	1	0.00	250.00	3	8823.12500
2604.06	1	0.00	250.00	3	8854.06250
2604.13	1	0.00	250.00	3	8885.00000
2604.19	1	0.00	250.00	3	8915.93750
2604.25	1	0.00	250.00	3	8946.87500
2604.31	1	0.00	250.00	3	8977.81250
2604.38	1	0.00	250.00	3	9008.75000
2604.44	1	0.00	250.00	3	9039.68750
2604.50	1	0.00	250.00	3	9070.62500
2604.56	1	0.00	250.00	3	9101.56250
2604.63	1	0.00	250.00	3	9132.50000
2604.69	1	0.00	250.00	3	9163.43750
2604.75	1	0.00	250.00	3	9194.37500
2604.81	1	0.00	250.00	3	9225.31250
2604.88	1	0.00	250.00	3	9256.25000
2604.94	1	0.00	250.00	3	9287.18750
2605.00	1	0.00	250.00	3	9318.12500
2605.06	1	0.00	250.00	3	9349.06250
2605.13	1	0.00	250.00	3	9380.00000
2605.19	1	0.00	250.00	3	9410.93750
2605.25	1	0.00	250.00	3	9441.87500
2605.31	1	0.00	250.00	3	9472.81250
2605.38	1	0.00	250.00	3	9503.75000
2605.44	1	0.00	250.00	3	9534.68750
2605.50	1	0.00	250.00	3	9565.62500
2605.56	1	0.00	250.00	3	9596.56250
2605.63	1	0.00	250.00	3	9627.50000
2605.69	1	0.00	250.00	3	9658.43750
2605.75	1	0.00	250.00	3	9689.37500
2605.81	1	0.00	250.00	3	9720.31250
2605.88	1	0.00	250.00	3	9751.25000
2605.94	1	0.00	250.00	3	9782.18750
2606.00	1	0.00	250.00	3	9813.12500
2606.06	1	0.00	250.00	3	9844.06250
2606.13	1	0.00	250.00	3	9875.00000
2606.19	1	0.00	250.00	3	9905.93750
2606.25	1	0.00	250.00	3	9936.87500
2606.31	1	0.00	250.00	3	9967.81250
2606.38	1	0.00	250.00	3	9998.75000
2606.44	1	0.00	250.00	3	10029.68750
2606.50	1	0.00	250.00	3	10060.62500
2606.56	1	0.00	250.00	3	10091.56250
2606.63	1	0.00	250.00	3	10122.50000
2606.69	1	0.00	250.00	3	10153.43750
2606.75	1	0.00	250.00	3	10184.37500
2606.81	1	0.00	250.00	3	10215.31250
2606.88	1	0.00	250.00	3	10246.25000
2606.94	1	0.00	250.00	3	10277.18750
2607.00	1	0.00	250.00	3	10308.12500
2607.06	1	0.00	250.00	3	10339.06250
2607.13	1	0.00	250.00	3	10370.00000
2607.19	1	0.00	250.00	3	10400.93750
2607.25	1	0.00	250.00	3	10431.87500
2607.31	1	0.00	250.00	3	10462.81250
2607.38	1	0.00	250.00	3	10493.75000
2607.44	1	0.00	250.00	3	10524.68750
2607.50	1	0.00	250.00	3	10555.62500
2607.56	1	0.00	250.00	3	10586.56250
2607.63	1	0.00	250.00	3	10617.50000
2607.69	1	0.00	250.00	3	10648.43750
2607.75	1	0.00	250.00	3	10679.37500
2607.81	1	0.00	250.00	3	10710.31250
2607.88	1	0.00	250.00	3	10741.25000
2607.94	1	0.00	250.00	3	10772.18750
2608.00	1	0.00	250.00	3	10803.12500
2608.06	1	0.00	250.00	3	10834.06250
2608.13	1	0.00	250.00	3	10865.00000
2608.19	1	0.00	250.00	3	10895.93750
2608.25	1	0.00	250.00	3	10926.87500
2608.31	1	0.00	250.00	3	10957.81250
2608.38	1	0.00	250.00	3	10988.75000
2608.44	1	0.00	250.00	3	11019.68750
2608.50	1	0.00	250.00	3	11050.62500
2608.56	1	0.00	250.00	3	11081.56250
2608.63	1	0.00	250.00	3	11112.50000
2608.69	1	0.00	250.00	3	11143.43750
2608.75	1	0.00	250.00	3	11174.37500
2608.81	1	0.00	250.00	3	11205.31250
2608.88	1	0.00	250.00	3	11236.25000
2608.94	1	0.00	250.00	3	11267.18750
2609.00	1	0.00	250.00	3	11298.12500
2609.06	1	0.00	250.00	3	11329.06250
2609.13	1	0.00	250.00	3	11360.00000
2609.19	1	0.00	250.00	3	11390.93750
2609.25	1	0.00	250.00	3	11421.87500
2609.31	1	0.00	250.00	3	11452.81250
2609.38	1	0.00	250.00	3	11483.75000
2609.44	1	0.00	250.00	3	11514.68750
2609.50	1	0.00	250.00	3	11545.62500
2609.56	1	0.00	250.00	3	11576.56250
2609.63	1	0.00	250.00	3	11607.50000
2609.69	1	0.00	250.00	3	11638.43750
2609.75	1	0.00	250.00	3	11669.37500
2609.81	1	0.00	250.00	3	11700.31250
2609.88	1	0.00	250.00	3	11731.25000
2609.94	1	0.00	250.00	3	11762.18750
2610.00	1	0.00	250.00	3	11793.12500
2610.06	1	0.00	250.00	3	11824.06250
2610.13	1	0.00	250.00	3	11855.00000
2610.19	1	0.00	250.00	3	11885.93750
2610.25	1	0.00	250.00	3	11916.87500
2610.31	1	0.00	250.00	3	11947.81250
2610.38	1	0.00	250.00	3	11978.75000
2610.44	1	0.00	250.00	3	12009.68750
2610.50	1	0.00	250.00	3	12040.62500
2610.56	1	0.00	250.00	3	12071.56250
2610.63	1	0.00	250.00	3	12102.50000
2610.69	1	0.00	250.00	3	12133.43750
2610.75	1	0.00	250.00	3	12164.37500
2610.81	1	0.00	250.00	3	12195.31250
2610.88	1	0.00	250.00	3	12226.25000
2610.94	1	0.00	250.00	3	12257.18750
2611.00	1	0.00	250.00	3	12288.12500
2611.06	1	0.00	250.00	3	12319.06250
2611.13	1	0.00	250.00	3	12350.00000
2611.19	1	0.00	250.00	3	12380.93750
2611.25	1	0.00	250.00	3	12411.87500
2611.31	1	0.00	250.00	3	12442.81250
2611.38	1	0.00	250.00	3	12473.75000
2611.44	1	0.00	250.00	3	12504.68750
2611.50	1	0.00	250.00	3	12535.62500
2611.56	1	0.00	250.00	3	12566.56250
2611.63	1	0.00	250.00	3	12597.50000
2611.69	1	0.00	250.00	3	12628.43750
2611.75	1	0.00	250.00	3	12659.37500
2611.81	1	0.00	250.00	3	12690.31250
2611.88	1	0.00	250.00	3	12721.25000
2611.94	1	0.00	250.00	3	12752.18750
2612.00	1	0.00	250.00	3	12783.12500
2612.06	1	0.00	250.00	3	12814.06250
2612.13	1	0.00	250.00	3	12845.00000
2612.19	1	0.00	250.00	3	12875.93750
2612.25	1	0.00	250.00	3	12906.87500
2612.31	1	0.00	250.00	3	12937.81250
2612.38	1	0.00	250.00	3	12968.75000
2612.44	1	0.00	250.00	3	12999.68750
2612.50	1	0.00	250.00	3	13030.62500
2612.56	1	0.00	250.00	3	13061.56250
2612.63	1	0.00	250.00	3	13092.50000
2612.69	1	0.00	250.00	3	13123.43750
2612.75	1	0.00	250.00	3	13154.37500
2612.81	1	0.00	250.00	3	13185.31250
2612.88	1	0.00	250.00	3	13216.25000
2612.94	1	0.00	250.00	3	13247.18750
2613.00	1	0.00	250.00	3	13278.12500
2613.06	1	0.00	250.00	3	13309.06250
2613.13	1	0.00	250.00	3	13340.00000
2613.19	1	0.00	250.00	3	13370.93750
2613.25	1	0.00	250.00	3	13401.87500
2613.31	1	0.00	250.00	3	13432.81250
2613.38	1	0.00	250.00	3	13463.75000
2613.44	1	0.00	250.00	3	13494.68750
2613.50	1	0.00	250.00	3	13525.62500
2613.56	1	0.00	250.00	3	13556.56250
2613.63	1	0.00	250.00	3	13587.50000
2613.69	1	0.00	250.00	3	13618.43750
2613.75	1	0.00	250.00	3	13649.37500
2613.81	1	0.00	250.00	3	13680.31250
2613.88	1	0.00	250.00	3	13711.25000
2613.94	1	0.00	250.00	3	13742.18750
2614.00	1	0.00	250.00	3	13773.12500
2614.06	1	0.00	250.00	3	13804.06250
2614.13	1	0.00	250.00	3	13835.00000
2614.19	1	0.00	250.00	3	13865.93750
2614.25	1	0.00	250.00	3	13896.87500
2614.31	1	0.00	250.00	3	13927.81250
2614.38	1	0.00	250.00	3	13958.75000
2614.44	1	0.00	250.00	3	13989.68750
2614.50	1	0.00	250.00	3	14020.62500
2614.56	1	0.00	250.00	3	14051.56250
2614.63	1	0.00	250.00	3	14082.50000
2614.69	1	0.00	250.00	3	14113.43750
2614.75	1	0.00	250.00	3	14144.37500
2614.81	1	0.00	250.00	3	14175.31250
2614.88	1	0.00	250.00	3	14206.25000
2614.94	1	0.00	250.00	3	14237.18750
2615.00	1	0.00	250.00	3	14268.12500
2615.06	1	0.00	250.00	3	14299.06250
2615.13	1	0.00	250.00	3	14330.00000
2615.19	1	0.00	250.00	3	14360.93750
2615.25	1	0.00	250.00	3	14391.87500
2615.31	1	0.00	250.00	3	14422.81250
2615.38	1	0.00	250.00	3	14453.75000
2615.44	1	0.00	250.00	3	14484.68750
2615.50	1	0.00	250.00	3	14515.62500
2615.56	1	0.00	250.00	3	14546.56250
2615.63	1	0.00	250.00	3	14577.50000
2615.69	1	0.00	250.00	3	14608.43750
2615.75	1	0.00	250.00	3	14639.37500
2615.81	1	0.00	250.00	3	14670.31250
2615.88	1	0.00	250.00	3	14701.25000
2615.94	1	0.00	250.00	3	14732.18750
2616.00	1	0.00	250.00	3	14763.12500
2616.06	1	0.00	250.00	3	14794.06250
2616.13	1	0.00	250.00	3	14825.00000
2616.19	1	0.00	250.00	3	14855.93750
2616.25	1	0.00	250.00	3	14886.87500
2616.31	1	0.00	250.00	3	14917.81250
2616.38	1	0.00	250.00	3	14948.75000
2616.44	1	0.00	250.00	3	14979.68750
2628.06	3	250.00	0.00	1	2742.18750
2628.13	3	250.00	0.00	1	2770.31250
2628.19	3	250.00	0.00	1	2798.43750
2628.25	3	250.00	0.00	1	2826.56250
2628.31	3	250.00	0.00	1	2854.68750
2628.38	3	250.00	0.00	1	2882.81250
2628.44	3	250.00	0.00	1	2910.93750
2628.50	3	250.00	0.00	1	2939.06250
2628.56	3	250.00	0.00	1	2967.18750
2628.63	3	250.00	0.00	1	2995.31250
2628.69	3	250.00	0.00	1	3023.43750
2628.75	3	250.00	0.00	1	3051.56250
2628.81	3	250.00	0.00	1	3079.68750
2628.88	3	250.00	0.00	1	3107.81250
2628.94	3	250.00	0.00	1	3135.93750
2629.00	3	250.00	0.00	1	3164.06250
2629.06	3	250.00	0.00	1	3192.18750
2629.13	3	250.00	0.00	1	3220.31250
2629.19	3	250.00	0.00	1	3248.43750
2629.25	3	250.00	0.00	1	3276.56250
2629.31	3	250.00	0.00	1	3304.68750
2629.38	3	250.00	0.00	1	3332.81250
2629.44	3	250.00	0.00	1	3360.93750
2629.50	3	250.00	0.00	1	3389.06250
2629.56	3	250.00	0.00	1	3417.18750
2629.63	3	250.00	0.00	1	3445.31250
2629.69	3	250.00	0.00	1	3473.43750
2629.75	3	250.00	0.00	1	3501.56250
2629.81	3	250.00	0.00	1	3529.68750
2629.88	3	250.00	0.00	1	3557.81250
2629.94	3	250.00	0.00	1	3585.93750
2630.00	3	250.00	0.00	1	3614.06250
2630.06	3	250.00	0.00	1	3642.18750
2630.13	3	250.00	0.00	1	3670.31250
2630.19	3	250.00	0.00	1	3698.43750
2630.25	3	250.00	0.00	1	3726.56250
2630.31	3	250.00	0.00	1	3754.68750
2630.38	3	250.00	0.00	1	3782.81250
2630.44	3	250.00	0.00	1	3810.93750
2630.50	3	250.00	0.00	1	3839.06250
2630.56	3	250.00	0.00	1	3867.18750
2630.63	3	250.00	0.00	1	3895.31250
2630.69	3	250.00	0.00	1	3923.43750
2630.75	3	250.00	0.00	1	3951.56250
2630.81	3	250.00	0.00	1	3979.68750
2630.88	3	250.00	0.00	1	4007.81250
2630.94	3	250.00	0.00	1	4035.93750
2631.00	3	250.00	0.00	1	4064.06250
2631.06	3	250.00	0.00	1	4092.18750
2631.13	3	250.00	0.00	1	4120.31250
2631.19	3	250.00	0.00	1	4148.43750
2631.25	3	250.00	0.00	1	4176.56250
2631.31	3	250.00	0.00	1	4204.68750
2631.38	3	250.00	0.00	1	4232.81250
2631.44	3	250.00	0.00	1	4260.93750
2631.50	3	250.00	0.00	1	4289.06250
2631.56	3	250.00	0.00	1	4317.18750
2631.63	3	250.00	0.00	1	4345.31250
2631.69	3	250.00	0.00	1	4373.43750
2631.75	3	250.00	0.00	1	4401.56250
2631.81	3	250.00	0.00	1	4429.68750
2631.88	3	250.00	0.00	1	4457.81250
2631.94	3	250.00	0.00	1	4485.93750
2632.00	3	250.00	0.00	1	4514.06250
2632.06	3	250.00	0.00	1	4542.18750
2632.13	3	250.00	0.00	1	4570.31250
2632.19	3	250.00	0.00	1	4598.43750
2632.25	3	250.00	0.00	1	4626.56250
2632.31	3	250.00	0.00	1	4654.68750
2632.38	3	250.00	0.00	1	4682.81250
2632.44	3	250.00	0.00	1	4710.93750
2632.50	3	250.00	0.00	1	4739.06250
2632.56	3	250.00	0.00	1	4767.18750
2632.63	3	250.00	0.00	1	4795.31250
2632.69	3	250.00	0.00	1	4823.43750
2632.75	3	250.00	0.00	1	4851.56250
2632.81	3	250.00	0.00	1	4879.68750
2632.88	3	250.00	0.00	1	4907.81250
2632.94	3	250.00	0.00	1	4935.93750
2633.00	3	250.00	0.00	1	4964.06250
2633.06	3	250.00	0.00	1	4992.18750
2633.13	3	250.00	0.00	1	5020.31250
2633.19	3	250.00	0.00	1	5048.43750
2633.25	3	250.00	0.00	1	5076.56250
2633.31	3	250.00	0.00	1	5104.68750
2633.38	3	250.00	0.00	1	5132.81250
2633.44	3	250.00	0.00	1	5160.93750
2633.50	3	250.00	0.00	1	5189.06250
2633.56	3	250.00	0.00	1	5217.18750
2633.63	3	250.00	0.00	1	5245.31250
2633.69	3	250.00	0.00	1	5273.43750
2633.75	3	250.00	0.00	1	5301.56250
2633.81	3	250.00	0.00	1	5329.68750
2633.88	3	250.00	0.00	1	5357.81250
2633.94	3	250.00	0.00	1	5385.93750
2634.00	3	250.00	0.00	1	5414.06250
2634.06	3	250.00	0.00	1	5442.18750
2634.13	3	250.00	0.00	1	5470.31250
2634.19	3	250.00	0.00	1	5498.43750
2634.25	3	250.00	0.00	1	5526.56250
2634.31	3	250.00	0.00	1	5554.68750
2634.38	3	250.00	0.00	1	5582.81250
2634.44	3	250.00	0.00	1	5610.93750
2634.50	3	250.00	0.00	1	5639.06250
2634.56	3	250.00	0.00	1	5667.18750
2634.63	3	250.00	0.00	1	5695.31250
2634.69	3	250.00	0.00	1	5723.43750
2634.75	3	250.00	0.00	1	5751.56250
2634.81	3	250.00	0.00	1	5779.68750
2634.88	3	250.00	0.00	1	5807.81250
2634.94	3	250.00	0.00	1	5835.93750
2635.00	3	250.00	0.00	1	5864.06250
2635.06	3	250.00	0.00	1	5892.18750
2635.13	3	250.00	0.00	1	5920.31250
2635.19	3	250.00	0.00	1	5948.43750
2635.25	3	250.00	0.00	1	5976.56250
2635.31	3	250.00	0.00	1	6004.68750
2635.38	3	250.00	0.00	1	6032.81250
2635.44	3	250.00	0.00	1	6060.93750
2635.50	3	250.00	0.00	1	6089.06250
2635.56	3	250.00	0.00	1	6117.18750
2635.63	3	250.00	0.00	1	6145.31250
2635.69	3	250.00	0.00	1	6173.43750
2635.75	3	250.00	0.00	1	6201.56250
2635.81	3	250.00	0.00	1	6229.68750
2635.88	3	250.00	0.00	1	6257.81250
2635.94	3	250.00	0.00	1	6285.93750
2636.00	3	250.00	0.00	1	6314.06250
2636.06	3	250.00	0.00	1	6342.18750
2636.13	3	250.00	0.00	1	6370.31250
2636.19	3	250.00	0.00	1	6398.43750
2636.25	3	250.00	0.00	1	6426.56250
2636.31	3	250.00	0.00	1	6454.68750
2636.38	3	250.00	0.00	1	6482.81250
2636.44	3	250.00	0.00	1	6510.93750
2636.50	3	250.00	0.00	1	6539.06250
2636.56	3	250.00	0.00	1	6567.18750
2636.63	3	250.00	0.00	1	6595.31250
2636.69	3	250.00	0.00	1	6623.43750
2636.75	3	250.00	0.00	1	6651.56250
2636.81	3	250.00	0.00	1	6679.68750
2636.88	3	250.00	0.00	1	6707.81250
2636.94	3	250.00	0.00	1	6735.93750
2637.00	3	250.00	0.00	1	6764.06250
2637.06	3	250.00	0.00	1	6792.18750
2637.13	3	250.00	0.00	1	6820.31250
2637.19	3	250.00	0.00	1	6848.43750
2637.25	3	250.00	0.00	1	6876.56250
2637.31	3	250.00	0.00	1	6904.68750
2637.38	3	250.00	0.00	1	6932.81250
2637.44	3	250.00	0.00	1	6960.93750
2637.50	3	250.00	0.00	1	6989.06250
2637.56	3	250.00	0.00	1	7017.18750
2637.63	3	250.00	0.00	1	7045.31250
2637.69	3	250.00	0.00	1	7073.43750
2637.75	3	250.00	0.00	1	7101.56250
2637.81	3	250.00	0.00	1	7129.68750
2637.88	3	250.00	0.00	1	7157.81250
2637.94	3	250.00	0.00	1	7185.93750
2638.00	3	250.00	0.00	1	7214.06250
2638.06	3	250.00	0.00	1	7242.18750
2638.13	3	250.00	0.00	1	7270.31250
2638.19	3	250.00	0.00	1	7298.43750
2638.25	3	250.00	0.00	1	7326.56250
2638.31	3	250.00	0.00	1	7354.68750
2638.38	3	250.00	0.00	1	7382.81250
2638.44	3	250.00	0.00	1	7410.93750
2638.50	3	250.00	0.00	1	7439.06250
2638.56	3	250.00	0.00	1	7467.18750
2638.63	3	250.00	0.00	1	7495.31250
2638.69	3	250.00	0.00	1	7523.43750
2638.75	3	250.00	0.00	1	7551.56250
2638.81	3	250.00	0.00	1	7579.68750
2638.88	3	250.00	0.00	1	7607.81250
2638.94	3	250.00	0.00	1	7635.93750
2639.00	3	250.00	0.00	1	7664.06250
2639.06	3	250.00	0.00	1	7692.18750
2639.13	3	250.00	0.00	1	7720.31250
2639.19	3	250.00	0.00	1	7748.43750
2639.25	3	250.00	0.00	1	7776.56250
2639.31	3	250.00	0.00	1	7804.68750
2639.38	3	250.00	0.00	1	7832.81250
2639.44	3	250.00	0.00	1	7860.93750
2639.50	3	250.00	0.00	1	7889.06250
2639.56	3	250.00	0.00	1	7917.18750
2639.63	3	250.00	0.00	1	7945.31250
2639.69	3	250.00	0.00	1	7973.43750
2639.75	3	250.00	0.00	1	8001.56250
2639.81	3	250.00	0.00	1	8029.68750
2639.88	3	250.00	0.00	1	8057.81250
2639.94	3	250.00	0.00	1	8085.93750
2640.00	3	250.00	0.00	1	8114.06250
2640.06	3	250.00	0.00	1	8142.18750
2640.13	3	250.00	0.00	1	8170.31250
2640.19	3	250.00	0.00	1	8198.43750
2640.25	3	250.00	0.00	1	8226.56250
2640.31	3	250.00	0.00	1	8254.68750
2640.38	3	250.00	0.00	1	8282.81250
2640.44	3	250.00	0.00	1	8310.93750
2640.50	3	250.00	0.00	1	8339.06250
2640.56	3	250.00	0.00	1	8367.18750
2640.63	3	250.00	0.00	1	8395.31250
2640.69	3	250.00	0.00	1	8423.43750
2640.75	3	250.00	0.00	1	8451.56250
2640.81	3	250.00	0.00	1	8479.68750
2640.88	3	250.00	0.00	1	8507.81250
2640.94	3	250.00	0.00	1	8535.93750
2641.00	3	250.00	0.00	1	8564.06250
2641.06	3	250.00	0.00	1	8592.18750
2641.13	3	250.00	0.00	1	8620.31250
2641.19	3	250.00	0.00	1	8648.43750
2641.25	3	250.00	0.00	1	8676.56250
2641.31	3	250.00	0.00	1	8704.68750
2641.38	3	250.00	0.00	1	8732.81250
2641.44	3	250.00	0.00	1	8760.93750
2641.50	3	250.00	0.00	1	8789.06250
2641.56	3	250.00	0.00	1	8817.18750
2641.63	3	250.00	0.00	1	8845.31250
2641.69	3	250.00	0.00	1	8873.43750
2641.75	3	250.00	0.00	1	8901.56250
2641.81	3	250.00	0.00	1	8929.68750
2641.88	3	250.00	0.00	1	8957.81250
2641.94	3	250.00	0.00	1	8985.93750
2642.00	3	250.00	0.00	1	9014.06250
2642.06	3	250.00	0.00	1	9042.18750
2642.13	3	250.00	0.00	1	9070.31250
2642.19	3	250.00	0.00	1	9098.43750
2642.25	3	250.00	0.00	1	9126.56250
2642.31	3	250.00	0.00	1	9154.68750
2642.38	3	250.00	0.00	1	9182.81250
2642.44	3	250.00	0.00	1	9210.93750
2642.50	3	250.00	0.00	1	9239.06250
2642.56	3	250.00	0.00	1	9267.18750
2642.63	3	250.00	0.00	1	9295.31250
2642.69	3	250.00	0.00	1	9323.43750
2642.75	3	250.00	0.00	1	9351.56250
2642.81	3	250.00	0.00	1	9379.68750
2642.88	3	250.00	0.00	1	9407.81250
2642.94	3	250.00	0.00	1	9435.93750
2643.00	3	250.00	0.00	1	9464.06250
2643.06	3	250.00	0.00	1	9492.18750
2643.13	3	250.00	0.00	1	9520.31250
2643.19	3	250.00	0.00	1	9548.43750
2643.25	3	250.00	0.00	1	9576.56250
2643.31	3	250.00	0.00	1	9604.68750
2643.38	3	250.00	0.00	1	9632.81250
2643.44	3	250.00	0.00	1	9660.93750
2643.50	3	250.00	0.00	1	9689.06250
2643.56	3	250.00	0.00	1	9717.18750
2643.63	3	250.00	0.00	1	9745.31250
2643.69	3	250.00	0.00	1	9773.43750
2643.75	3	250.00	0.00	1	9801.56250
2643.81	3	250.00	0.00	1	9829.68750
2643.88	3	250.00	0.00	1	9857.81250
2643.94	3	250.00	0.00	1	9885.93750
2644.00	3	250.00	0.00	1	9914.06250
2644.06	3	250.00	0.00	1	9942.18750
2644.13	3	250.00	0.00	1	9970.31250
2644.19	3	250.00	0.00	1	9998.43750
2644.25	3	250.00	0.00	1	10026.56250
2644.31	3	250.00	0.00	1	10054.68750
2644.38	3	250.00	0.00	1	10082.81250
2644.44	3	250.00	0.00	1	10110.93750
2644.50	3	250.00	0.00	1	10139.06250
2644.56	3	250.00	0.00	1	10167.18750
2644.63	3	250.00	0.00	1	10195.31250
2644.69	3	250.00	0.00	1	10223.43750
2644.75	3	250.00	0.00	1	10251.56250
2644.81	3	250.00	0.00	1	10279.68750
2644.88	3	250.00	0.00	1	10307.81250
2644.94	3	250.00	0.00	1	10335.93750
2645.00	3	250.00	0.00	1	10364.06250
2645.06	3	250.00	0.00	1	10392.18750
2645.13	3	250.00	0.00	1	10420.31250
2645.19	3	250.00	0.00	1	10448.43750
2645.25	3	250.00	0.00	1	10476.56250
2645.31	3	250.00	0.00	1	10504.68750
2645.38	3	250.00	0.00	1	10532.81250
2645.44	3	250.00	0.00	1	10560.93750
2645.50	3	250.00	0.00	1	10589.06250
2645.56	3	250.00	0.00	1	10617.18750
2645.63	3	250.00	0.00	1	10645.31250
2645.69	3	250.00	0.00	1	10673.43750
2645.75	3	250.00	0.00	1	10701.56250
2645.81	3	250.00	0.00	1	10729.68750
2645.88	3	250.00	0.00	1	10757.81250
2645.94	3	250.00	0.00	1	10785.93750
2646.00	3	250.00	0.00	1	10814.06250
2646.06	3	250.00	0.00	1	10842.18750
2646.13	3	250.00	0.00	1	10870.31250
2646.19	3	250.00	0.00	1	10898.43750
2646.25	3	250.00	0.00	1	10926.56250
2646.31	3	250.00	0.00	1	10954.68750
2646.38	3	250.00	0.00	1	10982.81250
2646.44	3	250.00	0.00	1	11010.93750
2646.50	3	250.00	0.00	1	11039.06250
2646.56	3	250.00	0.00	1	11067.18750
2646.63	3	250.00	0.00	1	11095.31250
2646.69	3	250.00	0.00	1	11123.43750
2646.75	3	250.00	0.00	1	11151.56250
2646.81	3	250.00	0.00	1	11179.68750
2646.88	3	250.00	0.00	1	11207.81250
2646.94	3	250.00	0.00	1	11235.93750
2647.00	3	250.00	0.00	1	11264.06250
2647.06	3	250.00	0.00	1	11292.18750
2647.13	3	250.00	0.00	1	11320.31250
2647.19	3	250.00	0.00	1	11348.43750
2647.25	3	250.00	0.00	1	11376.56250
2647.31	3	250.00	0.00	1	11404.68750
2647.38	3	250.00	0.00	1	11432.81250
2647.44	3	250.00	0.00	1	11460.93750
2647.50	3	250.00	0.00	1	11489.06250
2647.56	3	250.00	0.00	1	11517.18750
2647.63	3	250.00	0.00	1	11545.31250
2647.69	3	250.00	0.00	1	11573.43750
2647.75	3	250.00	0.00	1	11601.56250
2647.81	3	250.00	0.00	1	11629.68750
2647.88	3	250.00	0.00	1	11657.81250
2647.94	3	250.00	0.00	1	11685.93750
2648.00	3	250.00	0.00	1	11714.06250
2648.06	3	250.00	0.00	1	11742.18750
2648.13	3	250.00	0.00	1	11770.31250
2648.19	3	250.00	0.00	1	11798.43750
2648.25	3	250.00	0.00	1	11826.56250
2648.31	3	250.00	0.00	1	11854.68750
2648.38	3	250.00	0.00	1	11882.81250
2648.44	3	250.00	0.00	1	11910.93750
2648.50	3	250.00	0.00	1	11939.06250
2648.56	3	250.00	0.00	1	11967.18750
2648.63	3	250.00	0.00	1	11995.31250
2648.69	3	250.00	0.00	1	12023.43750
2648.75	3	250.00	0.00	1	12051.56250
2648.81	3	250.00	0.00	1	12079.68750
2648.88	3	250.00	0.00	1	12107.81250
2648.94	3	250.00	0.00	1	12135.93750
2649.00	3	250.00	0.00	1	12164.06250
2649.06	3	250.00	0.00	1	12192.18750
2649.13	3	250.00	0.00	1	12220.31250
2649.19	3	250.00	0.00	1	12248.43750
2649.25	3	250.00	0.00	1	12276.56250
2649.31	3	250.00	0.00	1	12304.68750
2649.38	3	250.00	0.00	1	12332.81250
2649.44	3	250.00	0.00	1	12360.93750
2649.50	3	250.00	0.00	1	12389.06250
2649.56	3	250.00	0.00	1	12417.18750
2649.63	3	250.00	0.00	1	12445.31250
2649.69	3	250.00	0.00	1	12473.43750
2649.75	3	250.00	0.00	1	12501.56250
2649.81	3	250.00	0.00	1	12529.68750
2649.88	3	250.00	0.00	1	12557.81250
2649.94	3	250.00	0.00	1	12585.93750
2650.00	3	250.00	0.00	1	12614.06250
2650.06	3	250.00	0.00	1	12642.18750
2650.13	3	250.00	0.00	1	12670.31250
2650.19	3	250.00	0.00	1	12698.43750
2650.25	3	250.00	0.00	1	12726.56250
2650.31	3	250.00	0.00	1	12754.68750
2650.38	3	250.00	0.00	1	12782.81250
2650.44	3	250.00	0.00	1	12810.93750
2650.50	3	250.00	0.00	1	12839.06250
2650.56	3	250.00	0.00	1	12867.18750
2650.63	3	250.00	0.00	1	12895.31250
2650.69	3	250.00	0.00	1	12923.43750
2650.75	3	250.00	0.00	1	12951.56250
2650.81	3	250.00	0.00	1	12979.68750
2650.88	3	250.00	0.00	1	13007.81250
2650.94	3	250.00	0.00	1	13035.93750
2651.00	3	250.00	0.00	1	13064.06250
2651.06	3	250.00	0.00	1	13092.18750
2651.13	3	250.00	0.00	1	13120.31250
2651.19	3	250.00	0.00	1	13148.43750
2651.25	3	250.00	0.00	1	13176.56250
2651.31	3	250.00	0.00	1	13204.68750
2651.38	3	250.00	0.00	1	13232.81250
2651.44	3	250.00	0.00	1	13260.93750
2651.50	3	250.00	0.00	1	13289.06250
2651.56	3	250.00	0.00	1	13317.18750
2651.63	3	250.00	0.00	1	13345.31250
