Time	ID	Xcord	Ycord	Energy	State	CNType	DNType	TaskID	Active
0.00	2	0.00	0.00	14999.000	-1	CHARGER	REST	0	NaN
0.10	2	0.00	0.00	14998.000	-1	CHARGER	REST	0	NaN
0.20	2	0.00	0.00	14997.000	-1	CHARGER	REST	0	NaN
0.30	2	0.00	0.00	14996.000	-1	CHARGER	REST	0	NaN
0.40	2	0.00	0.00	14995.000	-1	CHARGER	REST	0	NaN
0.50	2	0.00	0.00	14994.000	-1	CHARGER	REST	0	NaN
0.60	2	0.00	0.00	14993.000	-1	CHARGER	REST	0	NaN
0.70	2	0.00	0.00	14992.000	-1	CHARGER	REST	0	NaN
0.80	2	0.00	0.00	14991.000	-1	CHARGER	REST	0	NaN
0.90	2	0.00	0.00	14990.000	-1	CHARGER	REST	0	NaN
1.00	2	0.00	0.00	14989.000	-1	CHARGER	REST	0	NaN
1.10	2	0.00	0.00	14988.000	-1	CHARGER	REST	0	NaN
1.20	2	0.00	0.00	14987.000	-1	CHARGER	REST	0	NaN
1.30	2	0.00	0.00	14986.000	-1	CHARGER	REST	0	NaN
1.40	2	0.00	0.00	14985.000	-1	CHARGER	REST	0	NaN
1.50	2	0.00	0.00	14984.000	-1	CHARGER	REST	0	NaN
1.60	2	0.00	0.00	14983.000	-1	CHARGER	REST	0	NaN
1.70	2	0.00	0.00	14982.000	-1	CHARGER	REST	0	NaN
1.80	2	0.00	0.00	14981.000	-1	CHARGER	REST	0	NaN
1.90	2	0.00	0.00	14980.000	-1	CHARGER	REST	0	NaN
2.00	2	0.00	0.00	14979.000	-1	CHARGER	REST	0	NaN
2.10	2	0.00	0.00	14978.000	-1	CHARGER	REST	0	NaN
2.20	2	0.00	0.00	14977.000	-1	CHARGER	REST	0	NaN
2.30	2	0.00	0.00	14976.000	-1	CHARGER	REST	0	NaN
2.40	2	0.00	0.00	14975.000	-1	CHARGER	REST	0	NaN
2.50	2	0.00	0.00	14974.000	-1	CHARGER	REST	0	NaN
2.60	2	0.00	0.00	14973.000	-1	CHARGER	REST	0	NaN
2.70	2	0.00	0.00	14972.000	-1	CHARGER	REST	0	NaN
2.80	2	0.00	0.00	14971.000	-1	CHARGER	REST	0	NaN
2.90	2	0.00	0.00	14970.000	-1	CHARGER	REST	0	NaN
3.00	2	0.00	0.00	14969.000	-1	CHARGER	REST	0	NaN
3.10	2	0.00	0.00	14968.000	-1	CHARGER	REST	0	NaN
3.20	2	0.00	0.00	14967.000	-1	CHARGER	REST	0	NaN
3.30	2	0.00	0.00	14966.000	-1	CHARGER	REST	0	NaN
3.40	2	0.00	0.00	14965.000	-1	CHARGER	REST	0	NaN
